,config_enc,benchmark,network_type,encoding,configuration,ilp_configuration,k,encoding_t/o,building_successful,encoding_successful,n_nodes,n_edges,utime_enc,max_res_set_size_enc,exit_status_enc,n_vars,n_csts,config_solve,timeout,memory_limit,utime_solve,stime,wtime,max_res_set_size_solve,exit_status_solve,signal,solution_time,deterministic_time,memout,all_rows_eliminated_during_preprocessing,n_rows,n_non_zeros,n_binaries,optimised_value,encoding_m/o,solving_t/o,solving_m/o
1,config0,MadridAdj.txt,kaustav,ilp,,config0,1,False,True,True,54.0,226.0,1.25,53812,0,108.0,1533.0,,,,,,,,,,,,,,,,,,False,False,False
101,config0,MadridAdj.txt,kaustav,ilp,,config0,2,False,True,True,54.0,226.0,45.7,3153760,0,108.0,815029.0,,,,,,,,,,,,,,,,,,False,False,False
201,config0,MadridAdj.txt,kaustav,ilp,,config0,3,False,True,False,,,51.2,3728612,1,,,,,,,,,,,,,,,,,,,,True,False,False
301,config0,MadridAdj.txt,kaustav,ilp,,config0,4,False,True,False,,,53.32,3728616,1,,,,,,,,,,,,,,,,,,,,True,False,False
401,config0,MadridAdj.txt,kaustav,ilp,,config0,6,False,True,False,,,67.63,3728596,1,,,,,,,,,,,,,,,,,,,,True,False,False
501,config0,MadridAdj.txt,kaustav,ilp,,config0,8,False,True,False,,,64.63,3728596,1,,,,,,,,,,,,,,,,,,,,True,False,False
601,config0,MadridAdj.txt,kaustav,ilp,,config0,10,False,True,False,,,64.15,3728600,1,,,,,,,,,,,,,,,,,,,,True,False,False
701,config0,MadridAdj.txt,kaustav,ilp,,config0,12,False,True,False,,,64.2,3728596,1,,,,,,,,,,,,,,,,,,,,True,False,False
801,config0,MadridAdj.txt,kaustav,ilp,,config0,16,False,True,False,,,62.62,3728592,1,,,,,,,,,,,,,,,,,,,,True,False,False
0,config0,ParisAdj.txt,kaustav,ilp,,config0,1,False,True,True,10.0,14.0,1.08,51880,0,20.0,65.0,,,,,,,,,,,,,,,,,,False,False,False
100,config0,ParisAdj.txt,kaustav,ilp,,config0,2,False,True,True,10.0,14.0,0.87,51968,0,20.0,396.0,,,,,,,,,,,,,,,,,,False,False,False
200,config0,ParisAdj.txt,kaustav,ilp,,config0,3,False,True,True,10.0,14.0,0.97,54252,0,20.0,751.0,,,,,,,,,,,,,,,,,,False,False,False
300,config0,ParisAdj.txt,kaustav,ilp,,config0,4,False,True,True,10.0,14.0,1.36,52324,0,20.0,842.0,,,,,,,,,,,,,,,,,,False,False,False
400,config0,ParisAdj.txt,kaustav,ilp,,config0,6,False,True,True,10.0,14.0,3.55,52336,0,20.0,862.0,,,,,,,,,,,,,,,,,,False,False,False
500,config0,ParisAdj.txt,kaustav,ilp,,config0,8,False,True,True,10.0,14.0,4.46,52332,0,20.0,862.0,,,,,,,,,,,,,,,,,,False,False,False
600,config0,ParisAdj.txt,kaustav,ilp,,config0,10,False,True,True,10.0,14.0,4.5,52328,0,20.0,862.0,,,,,,,,,,,,,,,,,,False,False,False
700,config0,ParisAdj.txt,kaustav,ilp,,config0,12,False,True,True,10.0,14.0,4.45,52332,0,20.0,862.0,,,,,,,,,,,,,,,,,,False,False,False
800,config0,ParisAdj.txt,kaustav,ilp,,config0,16,False,True,True,10.0,14.0,4.51,52332,0,20.0,862.0,,,,,,,,,,,,,,,,,,False,False,False
2,config0,PhilippineAdj.txt,kaustav,ilp,,config0,1,False,True,True,14.0,51.0,0.92,51936,0,28.0,113.0,,,,,,,,,,,,,,,,,,False,False,False
102,config0,PhilippineAdj.txt,kaustav,ilp,,config0,2,False,True,True,14.0,51.0,0.91,53596,0,28.0,2303.0,,,,,,,,,,,,,,,,,,False,False,False
202,config0,PhilippineAdj.txt,kaustav,ilp,,config0,3,False,True,True,14.0,51.0,1.91,62248,0,28.0,8803.0,,,,,,,,,,,,,,,,,,False,False,False
302,config0,PhilippineAdj.txt,kaustav,ilp,,config0,4,False,True,True,14.0,51.0,10.12,68276,0,28.0,12306.0,,,,,,,,,,,,,,,,,,False,False,False
402,config0,PhilippineAdj.txt,kaustav,ilp,,config0,6,False,True,True,14.0,51.0,173.65,71564,0,28.0,13186.0,,,,,,,,,,,,,,,,,,False,False,False
502,config0,PhilippineAdj.txt,kaustav,ilp,,config0,8,False,True,True,14.0,51.0,701.23,71608,0,28.0,13499.0,,,,,,,,,,,,,,,,,,False,False,False
602,config0,PhilippineAdj.txt,kaustav,ilp,,config0,10,False,True,True,14.0,51.0,1047.01,71848,0,28.0,13543.0,,,,,,,,,,,,,,,,,,False,False,False
702,config0,PhilippineAdj.txt,kaustav,ilp,,config0,12,False,True,True,14.0,51.0,1135.64,71860,0,28.0,13543.0,,,,,,,,,,,,,,,,,,False,False,False
802,config0,PhilippineAdj.txt,kaustav,ilp,,config0,16,False,True,True,14.0,51.0,1039.78,71836,0,28.0,13543.0,,,,,,,,,,,,,,,,,,False,False,False
3,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,1,False,True,True,39.0,89.0,1.22,52612,0,78.0,819.0,,,,,,,,,,,,,,,,,,False,False,False
103,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,2,False,True,True,39.0,89.0,7.8,509532,0,78.0,164066.0,,,,,,,,,,,,,,,,,,False,False,False
203,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,3,False,True,False,,,76.86,3728396,1,,,,,,,,,,,,,,,,,,,,True,False,False
303,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,4,False,True,False,,,68.99,3728472,1,,,,,,,,,,,,,,,,,,,,True,False,False
403,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,6,False,True,False,,,165.97,3728528,1,,,,,,,,,,,,,,,,,,,,True,False,False
503,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,8,False,True,False,,,567.44,3728444,1,,,,,,,,,,,,,,,,,,,,True,False,False
603,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,10,False,True,False,,,960.82,3606372,0,,,,,,,,,,,,,,,,,,,,True,False,False
703,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,12,False,True,False,,,958.51,3606372,0,,,,,,,,,,,,,,,,,,,,True,False,False
803,config0,ZerkaniAdj.txt,kaustav,ilp,,config0,16,False,True,False,,,987.27,3605516,0,,,,,,,,,,,,,,,,,,,,True,False,False
49,config0,ca-CondMat.mtx,collaboration,ilp,,config0,1,False,True,False,,,71.48,3632808,0,,,,,,,,,,,,,,,,,,,,True,False,False
149,config0,ca-CondMat.mtx,collaboration,ilp,,config0,2,False,True,False,,,73.85,3656568,0,,,,,,,,,,,,,,,,,,,,True,False,False
249,config0,ca-CondMat.mtx,collaboration,ilp,,config0,3,False,True,False,,,72.78,3656572,0,,,,,,,,,,,,,,,,,,,,True,False,False
349,config0,ca-CondMat.mtx,collaboration,ilp,,config0,4,False,True,False,,,66.65,3656560,0,,,,,,,,,,,,,,,,,,,,True,False,False
449,config0,ca-CondMat.mtx,collaboration,ilp,,config0,6,False,True,False,,,68.59,3656560,0,,,,,,,,,,,,,,,,,,,,True,False,False
549,config0,ca-CondMat.mtx,collaboration,ilp,,config0,8,False,True,False,,,67.78,3656564,0,,,,,,,,,,,,,,,,,,,,True,False,False
649,config0,ca-CondMat.mtx,collaboration,ilp,,config0,10,False,True,False,,,68.48,3656576,0,,,,,,,,,,,,,,,,,,,,True,False,False
749,config0,ca-CondMat.mtx,collaboration,ilp,,config0,12,False,True,False,,,64.8,3656568,0,,,,,,,,,,,,,,,,,,,,True,False,False
849,config0,ca-CondMat.mtx,collaboration,ilp,,config0,16,False,True,False,,,63.21,3656552,0,,,,,,,,,,,,,,,,,,,,True,False,False
50,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,1,False,True,False,,,29.42,3620436,0,,,,,,,,,,,,,,,,,,,,True,False,False
150,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,2,False,True,False,,,25.18,3656736,0,,,,,,,,,,,,,,,,,,,,True,False,False
250,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,3,False,True,False,,,24.71,3656744,0,,,,,,,,,,,,,,,,,,,,True,False,False
350,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,4,False,True,False,,,25.05,3656736,0,,,,,,,,,,,,,,,,,,,,True,False,False
450,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,6,False,True,False,,,24.81,3658788,0,,,,,,,,,,,,,,,,,,,,True,False,False
550,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,8,False,True,False,,,24.33,3656744,0,,,,,,,,,,,,,,,,,,,,True,False,False
650,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,10,False,True,False,,,24.38,3656736,0,,,,,,,,,,,,,,,,,,,,True,False,False
750,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,12,False,True,False,,,24.55,3656732,0,,,,,,,,,,,,,,,,,,,,True,False,False
850,config0,ca-Erdos992.mtx,collaboration,ilp,,config0,16,False,True,False,,,25.09,3656736,0,,,,,,,,,,,,,,,,,,,,True,False,False
48,config0,ca-GrQc.mtx,collaboration,ilp,,config0,1,False,True,False,,,57.85,3656748,0,,,,,,,,,,,,,,,,,,,,True,False,False
148,config0,ca-GrQc.mtx,collaboration,ilp,,config0,2,False,True,False,,,41.4,3656580,0,,,,,,,,,,,,,,,,,,,,True,False,False
248,config0,ca-GrQc.mtx,collaboration,ilp,,config0,3,False,True,False,,,41.82,3656580,0,,,,,,,,,,,,,,,,,,,,True,False,False
348,config0,ca-GrQc.mtx,collaboration,ilp,,config0,4,False,True,False,,,43.41,3656608,0,,,,,,,,,,,,,,,,,,,,True,False,False
448,config0,ca-GrQc.mtx,collaboration,ilp,,config0,6,False,True,False,,,41.75,3656580,0,,,,,,,,,,,,,,,,,,,,True,False,False
548,config0,ca-GrQc.mtx,collaboration,ilp,,config0,8,False,True,False,,,42.11,3656604,0,,,,,,,,,,,,,,,,,,,,True,False,False
648,config0,ca-GrQc.mtx,collaboration,ilp,,config0,10,False,True,False,,,41.25,3656604,0,,,,,,,,,,,,,,,,,,,,True,False,False
748,config0,ca-GrQc.mtx,collaboration,ilp,,config0,12,False,True,False,,,43.77,3656604,0,,,,,,,,,,,,,,,,,,,,True,False,False
848,config0,ca-GrQc.mtx,collaboration,ilp,,config0,16,False,True,False,,,41.39,3656580,0,,,,,,,,,,,,,,,,,,,,True,False,False
47,config0,ca-citeseer.mtx,collaboration,ilp,,config0,1,False,True,False,,,359.7,3656716,0,,,,,,,,,,,,,,,,,,,,True,False,False
147,config0,ca-citeseer.mtx,collaboration,ilp,,config0,2,False,True,False,,,344.65,3656720,0,,,,,,,,,,,,,,,,,,,,True,False,False
247,config0,ca-citeseer.mtx,collaboration,ilp,,config0,3,False,True,False,,,339.68,3656716,0,,,,,,,,,,,,,,,,,,,,True,False,False
347,config0,ca-citeseer.mtx,collaboration,ilp,,config0,4,False,True,False,,,342.21,3656728,0,,,,,,,,,,,,,,,,,,,,True,False,False
447,config0,ca-citeseer.mtx,collaboration,ilp,,config0,6,False,True,False,,,359.0,3656732,0,,,,,,,,,,,,,,,,,,,,True,False,False
547,config0,ca-citeseer.mtx,collaboration,ilp,,config0,8,False,True,False,,,351.67,3656724,0,,,,,,,,,,,,,,,,,,,,True,False,False
647,config0,ca-citeseer.mtx,collaboration,ilp,,config0,10,False,True,False,,,346.07,3656724,0,,,,,,,,,,,,,,,,,,,,True,False,False
747,config0,ca-citeseer.mtx,collaboration,ilp,,config0,12,False,True,False,,,347.7,3656728,0,,,,,,,,,,,,,,,,,,,,True,False,False
847,config0,ca-citeseer.mtx,collaboration,ilp,,config0,16,False,True,False,,,331.77,3656732,0,,,,,,,,,,,,,,,,,,,,True,False,False
46,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,1,False,True,False,,,257.72,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
146,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,2,False,True,False,,,300.56,3656704,0,,,,,,,,,,,,,,,,,,,,True,False,False
246,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,3,False,True,False,,,274.49,3656704,0,,,,,,,,,,,,,,,,,,,,True,False,False
346,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,4,False,True,False,,,263.74,3656716,0,,,,,,,,,,,,,,,,,,,,True,False,False
446,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,6,False,True,False,,,267.57,3656704,0,,,,,,,,,,,,,,,,,,,,True,False,False
546,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,8,False,True,False,,,266.58,3656708,0,,,,,,,,,,,,,,,,,,,,True,False,False
646,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,10,False,True,False,,,263.85,3656720,0,,,,,,,,,,,,,,,,,,,,True,False,False
746,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,12,False,True,False,,,255.63,3656700,0,,,,,,,,,,,,,,,,,,,,True,False,False
846,config0,ca-dblp-2010.mtx,collaboration,ilp,,config0,16,False,True,False,,,256.46,3656700,0,,,,,,,,,,,,,,,,,,,,True,False,False
44,config0,ca-netscience.mtx,collaboration,ilp,,config0,1,False,True,True,379.0,914.0,3.86,178364,0,758.0,40708.0,,,,,,,,,,,,,,,,,,False,False,False
144,config0,ca-netscience.mtx,collaboration,ilp,,config0,2,False,True,False,,,64.14,3656720,1,,,,,,,,,,,,,,,,,,,,True,False,False
244,config0,ca-netscience.mtx,collaboration,ilp,,config0,3,False,True,False,,,51.27,3658832,1,,,,,,,,,,,,,,,,,,,,True,False,False
344,config0,ca-netscience.mtx,collaboration,ilp,,config0,4,False,True,False,,,48.41,3656784,1,,,,,,,,,,,,,,,,,,,,True,False,False
444,config0,ca-netscience.mtx,collaboration,ilp,,config0,6,False,True,False,,,51.56,3656788,1,,,,,,,,,,,,,,,,,,,,True,False,False
544,config0,ca-netscience.mtx,collaboration,ilp,,config0,8,False,True,False,,,49.23,3656784,1,,,,,,,,,,,,,,,,,,,,True,False,False
644,config0,ca-netscience.mtx,collaboration,ilp,,config0,10,False,True,False,,,49.12,3656788,1,,,,,,,,,,,,,,,,,,,,True,False,False
744,config0,ca-netscience.mtx,collaboration,ilp,,config0,12,False,True,False,,,48.59,3656784,1,,,,,,,,,,,,,,,,,,,,True,False,False
844,config0,ca-netscience.mtx,collaboration,ilp,,config0,16,False,True,False,,,49.1,3656788,1,,,,,,,,,,,,,,,,,,,,True,False,False
45,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,1,False,True,True,86.0,124.0,2.07,85976,0,172.0,3040.0,,,,,,,,,,,,,,,,,,False,False,False
145,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,2,False,True,False,,,83.16,3656728,0,,,,,,,,,,,,,,,,,,,,True,False,False
245,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,3,False,True,False,,,90.58,3656528,1,,,,,,,,,,,,,,,,,,,,True,False,False
345,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,4,False,True,False,,,55.34,3656672,1,,,,,,,,,,,,,,,,,,,,True,False,False
445,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,6,False,True,False,,,58.81,3656672,1,,,,,,,,,,,,,,,,,,,,True,False,False
545,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,8,False,True,False,,,60.04,3656672,1,,,,,,,,,,,,,,,,,,,,True,False,False
645,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,10,False,True,False,,,60.07,3658720,1,,,,,,,,,,,,,,,,,,,,True,False,False
745,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,12,False,True,False,,,61.81,3656672,1,,,,,,,,,,,,,,,,,,,,True,False,False
845,config0,ca-sandi_auths.mtx,collaboration,ilp,,config0,16,False,True,False,,,59.83,3656696,1,,,,,,,,,,,,,,,,,,,,True,False,False
10,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,1,False,True,True,332.0,2126.0,5.72,298524,0,664.0,50745.0,,,,,,,,,,,,,,,,,,False,False,False
110,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,2,False,True,False,,,37.1,3656644,0,,,,,,,,,,,,,,,,,,,,True,False,False
210,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,3,False,True,False,,,37.22,3656544,1,,,,,,,,,,,,,,,,,,,,True,False,False
310,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,4,False,True,False,,,31.4,3656540,0,,,,,,,,,,,,,,,,,,,,True,False,False
410,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,6,False,True,False,,,31.63,3656536,0,,,,,,,,,,,,,,,,,,,,True,False,False
510,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,8,False,True,False,,,36.49,3656540,1,,,,,,,,,,,,,,,,,,,,True,False,False
610,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,10,False,True,False,,,32.49,3656532,0,,,,,,,,,,,,,,,,,,,,True,False,False
710,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,12,False,True,False,,,31.64,3656532,0,,,,,,,,,,,,,,,,,,,,True,False,False
810,config0,inf-USAir97.mtx,infrastructure,ilp,,config0,16,False,True,False,,,32.53,3656528,0,,,,,,,,,,,,,,,,,,,,True,False,False
13,config0,power-1138-bus.mtx,power,ilp,,config0,1,False,True,True,1138.0,2596.0,18.13,1076416,0,2276.0,640050.0,,,,,,,,,,,,,,,,,,False,False,False
113,config0,power-1138-bus.mtx,power,ilp,,config0,2,False,True,False,,,36.35,3656688,0,,,,,,,,,,,,,,,,,,,,True,False,False
213,config0,power-1138-bus.mtx,power,ilp,,config0,3,False,True,False,,,36.69,3658808,0,,,,,,,,,,,,,,,,,,,,True,False,False
313,config0,power-1138-bus.mtx,power,ilp,,config0,4,False,True,False,,,34.86,3656772,0,,,,,,,,,,,,,,,,,,,,True,False,False
413,config0,power-1138-bus.mtx,power,ilp,,config0,6,False,True,False,,,37.17,3656768,0,,,,,,,,,,,,,,,,,,,,True,False,False
513,config0,power-1138-bus.mtx,power,ilp,,config0,8,False,True,False,,,36.9,3656764,0,,,,,,,,,,,,,,,,,,,,True,False,False
613,config0,power-1138-bus.mtx,power,ilp,,config0,10,False,True,False,,,36.89,3656764,0,,,,,,,,,,,,,,,,,,,,True,False,False
713,config0,power-1138-bus.mtx,power,ilp,,config0,12,False,True,False,,,35.53,3656760,0,,,,,,,,,,,,,,,,,,,,True,False,False
813,config0,power-1138-bus.mtx,power,ilp,,config0,16,False,True,False,,,34.18,3656768,0,,,,,,,,,,,,,,,,,,,,True,False,False
15,config0,power-494-bus.mtx,power,ilp,,config0,1,False,True,True,494.0,1080.0,4.82,261104,0,988.0,121726.0,,,,,,,,,,,,,,,,,,False,False,False
115,config0,power-494-bus.mtx,power,ilp,,config0,2,False,True,False,,,45.95,3656624,1,,,,,,,,,,,,,,,,,,,,True,False,False
215,config0,power-494-bus.mtx,power,ilp,,config0,3,False,True,False,,,40.52,3656724,1,,,,,,,,,,,,,,,,,,,,True,False,False
315,config0,power-494-bus.mtx,power,ilp,,config0,4,False,True,False,,,41.8,3656724,1,,,,,,,,,,,,,,,,,,,,True,False,False
415,config0,power-494-bus.mtx,power,ilp,,config0,6,False,True,False,,,43.24,3656720,1,,,,,,,,,,,,,,,,,,,,True,False,False
515,config0,power-494-bus.mtx,power,ilp,,config0,8,False,True,False,,,42.6,3656724,1,,,,,,,,,,,,,,,,,,,,True,False,False
615,config0,power-494-bus.mtx,power,ilp,,config0,10,False,True,False,,,39.53,3656724,1,,,,,,,,,,,,,,,,,,,,True,False,False
715,config0,power-494-bus.mtx,power,ilp,,config0,12,False,True,False,,,39.67,3656720,1,,,,,,,,,,,,,,,,,,,,True,False,False
815,config0,power-494-bus.mtx,power,ilp,,config0,16,False,True,False,,,43.39,3658768,1,,,,,,,,,,,,,,,,,,,,True,False,False
17,config0,power-685-bus.mtx,power,ilp,,config0,1,False,True,True,685.0,1967.0,8.99,547200,0,1370.0,231550.0,,,,,,,,,,,,,,,,,,False,False,False
117,config0,power-685-bus.mtx,power,ilp,,config0,2,False,True,False,,,35.58,3656768,0,,,,,,,,,,,,,,,,,,,,True,False,False
217,config0,power-685-bus.mtx,power,ilp,,config0,3,False,True,False,,,31.9,3656768,0,,,,,,,,,,,,,,,,,,,,True,False,False
317,config0,power-685-bus.mtx,power,ilp,,config0,4,False,True,False,,,31.82,3656768,0,,,,,,,,,,,,,,,,,,,,True,False,False
417,config0,power-685-bus.mtx,power,ilp,,config0,6,False,True,False,,,31.6,3656768,0,,,,,,,,,,,,,,,,,,,,True,False,False
517,config0,power-685-bus.mtx,power,ilp,,config0,8,False,True,False,,,31.55,3656772,0,,,,,,,,,,,,,,,,,,,,True,False,False
617,config0,power-685-bus.mtx,power,ilp,,config0,10,False,True,False,,,31.89,3656768,0,,,,,,,,,,,,,,,,,,,,True,False,False
717,config0,power-685-bus.mtx,power,ilp,,config0,12,False,True,False,,,32.51,3658812,0,,,,,,,,,,,,,,,,,,,,True,False,False
817,config0,power-685-bus.mtx,power,ilp,,config0,16,False,True,False,,,33.55,3656768,0,,,,,,,,,,,,,,,,,,,,True,False,False
12,config0,power-US-Grid.mtx,power,ilp,,config0,1,False,True,False,,,43.35,3559724,0,,,,,,,,,,,,,,,,,,,,True,False,False
112,config0,power-US-Grid.mtx,power,ilp,,config0,2,False,True,False,,,35.53,3656696,0,,,,,,,,,,,,,,,,,,,,True,False,False
212,config0,power-US-Grid.mtx,power,ilp,,config0,3,False,True,False,,,35.56,3656696,0,,,,,,,,,,,,,,,,,,,,True,False,False
312,config0,power-US-Grid.mtx,power,ilp,,config0,4,False,True,False,,,35.07,3656696,0,,,,,,,,,,,,,,,,,,,,True,False,False
412,config0,power-US-Grid.mtx,power,ilp,,config0,6,False,True,False,,,34.77,3656692,0,,,,,,,,,,,,,,,,,,,,True,False,False
512,config0,power-US-Grid.mtx,power,ilp,,config0,8,False,True,False,,,34.7,3656696,0,,,,,,,,,,,,,,,,,,,,True,False,False
612,config0,power-US-Grid.mtx,power,ilp,,config0,10,False,True,False,,,35.36,3656692,0,,,,,,,,,,,,,,,,,,,,True,False,False
712,config0,power-US-Grid.mtx,power,ilp,,config0,12,False,True,False,,,33.97,3656696,0,,,,,,,,,,,,,,,,,,,,True,False,False
812,config0,power-US-Grid.mtx,power,ilp,,config0,16,False,True,False,,,37.45,3658740,0,,,,,,,,,,,,,,,,,,,,True,False,False
16,config0,power-bcspwr09.mtx,power,ilp,,config0,1,False,True,True,1723.0,4117.0,46.54,2538976,0,3446.0,1483344.0,,,,,,,,,,,,,,,,,,False,False,False
116,config0,power-bcspwr09.mtx,power,ilp,,config0,2,False,True,False,,,38.85,3656780,0,,,,,,,,,,,,,,,,,,,,True,False,False
216,config0,power-bcspwr09.mtx,power,ilp,,config0,3,False,True,False,,,39.5,3656584,0,,,,,,,,,,,,,,,,,,,,True,False,False
316,config0,power-bcspwr09.mtx,power,ilp,,config0,4,False,True,False,,,40.18,3656584,0,,,,,,,,,,,,,,,,,,,,True,False,False
416,config0,power-bcspwr09.mtx,power,ilp,,config0,6,False,True,False,,,38.34,3656580,0,,,,,,,,,,,,,,,,,,,,True,False,False
516,config0,power-bcspwr09.mtx,power,ilp,,config0,8,False,True,False,,,40.17,3656580,0,,,,,,,,,,,,,,,,,,,,True,False,False
616,config0,power-bcspwr09.mtx,power,ilp,,config0,10,False,True,False,,,37.59,3656584,0,,,,,,,,,,,,,,,,,,,,True,False,False
716,config0,power-bcspwr09.mtx,power,ilp,,config0,12,False,True,False,,,38.09,3656580,0,,,,,,,,,,,,,,,,,,,,True,False,False
816,config0,power-bcspwr09.mtx,power,ilp,,config0,16,False,True,False,,,37.47,3656584,0,,,,,,,,,,,,,,,,,,,,True,False,False
14,config0,power-eris1176.mtx,power,ilp,,config0,1,False,True,True,1176.0,9864.0,35.04,1327132,0,2352.0,423464.0,,,,,,,,,,,,,,,,,,False,False,False
114,config0,power-eris1176.mtx,power,ilp,,config0,2,False,True,False,,,41.66,3656732,0,,,,,,,,,,,,,,,,,,,,True,False,False
214,config0,power-eris1176.mtx,power,ilp,,config0,3,False,True,False,,,45.98,3656552,0,,,,,,,,,,,,,,,,,,,,True,False,False
314,config0,power-eris1176.mtx,power,ilp,,config0,4,False,True,False,,,47.77,3656556,0,,,,,,,,,,,,,,,,,,,,True,False,False
414,config0,power-eris1176.mtx,power,ilp,,config0,6,False,True,False,,,44.79,3656556,0,,,,,,,,,,,,,,,,,,,,True,False,False
514,config0,power-eris1176.mtx,power,ilp,,config0,8,False,True,False,,,44.44,3656548,0,,,,,,,,,,,,,,,,,,,,True,False,False
614,config0,power-eris1176.mtx,power,ilp,,config0,10,False,True,False,,,44.92,3656552,0,,,,,,,,,,,,,,,,,,,,True,False,False
714,config0,power-eris1176.mtx,power,ilp,,config0,12,False,True,False,,,46.5,3656552,0,,,,,,,,,,,,,,,,,,,,True,False,False
814,config0,power-eris1176.mtx,power,ilp,,config0,16,False,True,False,,,43.73,3656552,0,,,,,,,,,,,,,,,,,,,,True,False,False
25,config0,road-chesapeake.mtx,road,ilp,,config0,1,False,True,True,39.0,170.0,2.39,84040,0,78.0,809.0,,,,,,,,,,,,,,,,,,False,False,False
125,config0,road-chesapeake.mtx,road,ilp,,config0,2,False,True,True,39.0,170.0,11.61,716944,0,78.0,196944.0,,,,,,,,,,,,,,,,,,False,False,False
225,config0,road-chesapeake.mtx,road,ilp,,config0,3,False,True,False,,,72.51,3656612,1,,,,,,,,,,,,,,,,,,,,True,False,False
325,config0,road-chesapeake.mtx,road,ilp,,config0,4,False,True,False,,,71.24,3656792,1,,,,,,,,,,,,,,,,,,,,True,False,False
425,config0,road-chesapeake.mtx,road,ilp,,config0,6,False,True,False,,,152.86,3557744,0,,,,,,,,,,,,,,,,,,,,True,False,False
525,config0,road-chesapeake.mtx,road,ilp,,config0,8,False,True,False,,,581.1,3622364,0,,,,,,,,,,,,,,,,,,,,True,False,False
625,config0,road-chesapeake.mtx,road,ilp,,config0,10,False,True,False,,,576.77,3620324,0,,,,,,,,,,,,,,,,,,,,True,False,False
725,config0,road-chesapeake.mtx,road,ilp,,config0,12,False,True,False,,,563.59,3620316,0,,,,,,,,,,,,,,,,,,,,True,False,False
825,config0,road-chesapeake.mtx,road,ilp,,config0,16,False,True,False,,,534.12,3620328,0,,,,,,,,,,,,,,,,,,,,True,False,False
24,config0,road-euroroad.edges,road,ilp,,config0,1,False,True,True,1174.0,1417.0,18.53,1093620,0,2348.0,676878.0,,,,,,,,,,,,,,,,,,False,False,False
124,config0,road-euroroad.edges,road,ilp,,config0,2,False,True,False,,,34.79,3728460,0,,,,,,,,,,,,,,,,,,,,True,False,False
224,config0,road-euroroad.edges,road,ilp,,config0,3,False,True,False,,,37.15,3728512,0,,,,,,,,,,,,,,,,,,,,True,False,False
324,config0,road-euroroad.edges,road,ilp,,config0,4,False,True,False,,,36.56,3728512,0,,,,,,,,,,,,,,,,,,,,True,False,False
424,config0,road-euroroad.edges,road,ilp,,config0,6,False,True,False,,,38.38,3728512,0,,,,,,,,,,,,,,,,,,,,True,False,False
524,config0,road-euroroad.edges,road,ilp,,config0,8,False,True,False,,,37.55,3728516,0,,,,,,,,,,,,,,,,,,,,True,False,False
624,config0,road-euroroad.edges,road,ilp,,config0,10,False,True,False,,,35.3,3728516,0,,,,,,,,,,,,,,,,,,,,True,False,False
724,config0,road-euroroad.edges,road,ilp,,config0,12,False,True,False,,,35.32,3728512,0,,,,,,,,,,,,,,,,,,,,True,False,False
824,config0,road-euroroad.edges,road,ilp,,config0,16,False,True,False,,,35.5,3728512,0,,,,,,,,,,,,,,,,,,,,True,False,False
28,config0,road-luxembourg-osm.mtx,road,ilp,,config0,1,False,True,False,,,66.27,3461088,0,,,,,,,,,,,,,,,,,,,,False,False,False
